,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsBeforeCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRateGroups,HourlyRateGroups,MonthlyIncomeGroups,MonthlyRateGroups,TotalWorkingYearsGroups,YearsAtCompanyGroups,AgeGroups,YearsBeforeCompanyGroups
390,43,No,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,1,520,1,Male,59,2,Senior,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,0,10,3,9,I - 900 => 1000,E - 50 => 60,N - 14000 => 15000,D - 4000 => 5000,G - 21 => 25 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
391,40,No,Travel_Rarely,555,Research & Development,2,Bachelor,Medical,1,521,2,Female,78,2,Junior,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,19,0,0,0,E - 500 => 600,G - 70 => 80,C - 3000 => 4000,M - 13000 => 14000,F - 16 => 20 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
392,54,No,Travel_Rarely,821,Research & Development,5,College,Medical,1,522,1,Male,86,3,Expert,Research Director,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,20,2,1,2,H - 800 => 900,H - 80 => 90,S - 19000 => 20000,H - 8000 => 9000,G - 21 => 25 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
393,34,No,Non-Travel,1381,Sales,4,Master,Marketing,1,523,3,Female,72,3,Junior,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,3,2,1,2,M - 1300 => 1400,G - 70 => 80,F - 6000 => 7000,L - 12000 => 13000,D - 6 => 10 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
394,31,No,Travel_Rarely,480,Research & Development,7,College,Medical,1,524,2,Female,31,3,Junior,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,0,10,3,12,D - 400 => 500,C - 30 => 40,D - 4000 => 5000,D - 4000 => 5000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
395,43,No,Travel_Frequently,313,Research & Development,21,Bachelor,Medical,1,525,4,Male,61,3,Entry Level,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,5,2,1,2,C - 300 => 400,F - 60 => 70,B - 2000 => 3000,O - 15000 => 16000,D - 6 => 10 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
396,43,No,Travel_Rarely,1473,Research & Development,8,Master,Other,1,526,3,Female,74,3,Junior,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,3,2,0,2,N - 1400 => 1500,G - 70 => 80,D - 4000 => 5000,B - 2000 => 3000,D - 6 => 10 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
397,25,No,Travel_Rarely,891,Sales,4,College,Life Sciences,1,527,2,Female,99,2,Junior,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,0,4,1,3,H - 800 => 900,I - 90 => 100,D - 4000 => 5000,L - 12000 => 13000,C - 4 => 5 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
398,37,No,Non-Travel,1063,Research & Development,25,PHD,Medical,1,529,2,Female,72,3,Junior,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,2,11,10,7,J - 1000 => 1100,G - 70 => 80,D - 4000 => 5000,W - 23000 => 24000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
399,31,No,Travel_Rarely,329,Research & Development,1,College,Life Sciences,1,530,4,Male,98,2,Entry Level,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,0,2,3,2,C - 300 => 400,I - 90 => 100,B - 2000 => 3000,P - 16000 => 17000,C - 4 => 5 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
400,39,No,Travel_Frequently,1218,Research & Development,1,Below College ,Life Sciences,1,531,2,Male,52,3,Expert,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,0,8,1,6,L - 1200 => 1300,E - 50 => 60,S - 19000 => 20000,H - 8000 => 9000,G - 21 => 25 Years,G - 21 => 25 Years,D - 31 => 40 Years,B - 2 => 3 Years
401,56,No,Travel_Frequently,906,Sales,6,Bachelor,Life Sciences,1,532,3,Female,86,4,Senior,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,29,7,7,7,I - 900 => 1000,H - 80 => 90,M - 13000 => 14000,R - 18000 => 19000,J - 36 => 40 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
402,30,No,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,1,533,2,Female,83,3,Junior,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,1,4,4,4,J - 1000 => 1100,H - 80 => 90,F - 6000 => 7000,S - 19000 => 20000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
403,41,No,Travel_Rarely,645,Sales,1,Bachelor,Marketing,1,534,2,Male,49,4,Mid-Level,Sales Executive,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,0,7,0,7,F - 600 => 700,D - 40 => 50,H - 8000 => 9000,S - 19000 => 20000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
404,28,No,Travel_Rarely,1300,Research & Development,17,College,Medical,1,536,3,Male,79,3,Junior,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,0,1,8,L - 1200 => 1300,G - 70 => 80,D - 4000 => 5000,M - 13000 => 14000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
405,25,Yes,Travel_Rarely,688,Research & Development,3,Bachelor,Medical,1,538,1,Male,91,3,Entry Level,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,4,2,0,2,F - 600 => 700,I - 90 => 100,D - 4000 => 5000,I - 9000 => 10000,D - 6 => 10 Years,B - 2 => 3 Years,B - 22 => 25 Years,B - 2 => 3 Years
406,52,No,Travel_Rarely,319,Research & Development,3,Bachelor,Medical,1,543,4,Male,39,2,Mid-Level,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,23,4,0,4,C - 300 => 400,C - 30 => 40,G - 7000 => 8000,S - 19000 => 20000,H - 25 => 30 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
407,45,No,Travel_Rarely,192,Research & Development,10,College,Life Sciences,1,544,1,Male,69,3,Entry Level,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,6,2,0,2,A - 100 => 200,F - 60 => 70,B - 2000 => 3000,I - 9000 => 10000,D - 6 => 10 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
408,52,No,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,1,546,4,Female,30,3,Senior,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,26,2,1,4,N - 1400 => 1500,B - 20 => 30,P - 16000 => 17000,J - 10000 => 11000,I - 31 => 35 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
409,42,No,Travel_Frequently,532,Research & Development,29,College,Life Sciences,1,547,1,Female,92,3,Junior,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,14,4,0,2,E - 500 => 600,I - 90 => 100,D - 4000 => 5000,L - 12000 => 13000,F - 16 => 20 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
410,30,No,Travel_Rarely,317,Research & Development,2,Bachelor,Life Sciences,1,548,3,Female,43,1,Junior,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,6,4,0,2,C - 300 => 400,D - 40 => 50,F - 6000 => 7000,X - 24000 => 25000,E - 11 => 15 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
411,60,No,Travel_Rarely,422,Research & Development,7,Bachelor,Life Sciences,1,549,1,Female,41,3,Expert,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,4,8,11,10,D - 400 => 500,D - 40 => 50,S - 19000 => 20000,C - 3000 => 4000,I - 31 => 35 Years,H - 25 => 30 Years,F - 51 => 60 Years,B - 2 => 3 Years
412,46,No,Travel_Rarely,1485,Research & Development,18,Bachelor,Medical,1,550,3,Female,87,3,Junior,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,9,7,0,8,N - 1400 => 1500,H - 80 => 90,D - 4000 => 5000,Z - 26000 => 27000,F - 16 => 20 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
413,42,No,Travel_Frequently,1368,Research & Development,28,Master,Technical Degree,1,551,4,Female,88,2,Junior,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,1,5,0,4,M - 1300 => 1400,H - 80 => 90,D - 4000 => 5000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
414,24,Yes,Travel_Rarely,1448,Sales,1,Below College ,Technical Degree,1,554,1,Female,62,3,Entry Level,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,1,3,1,4,N - 1400 => 1500,F - 60 => 70,C - 3000 => 4000,U - 21000 => 22000,D - 6 => 10 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
415,34,Yes,Travel_Frequently,296,Sales,6,College,Marketing,1,555,4,Female,33,1,Entry Level,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,1,2,1,0,B - 200 => 300,C - 30 => 40,B - 2000 => 3000,L - 12000 => 13000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
416,38,No,Travel_Frequently,1490,Research & Development,2,College,Life Sciences,1,556,4,Male,42,3,Entry Level,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,0,N - 1400 => 1500,D - 40 => 50,A - 1000 => 2000,L - 12000 => 13000,A - 0 => 1 Year,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
417,40,No,Travel_Rarely,1398,Sales,2,Master,Life Sciences,1,558,3,Female,79,3,Expert,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,1,15,1,12,M - 1300 => 1400,G - 70 => 80,R - 18000 => 19000,M - 13000 => 14000,G - 21 => 25 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
418,26,No,Travel_Rarely,1349,Research & Development,23,Bachelor,Life Sciences,1,560,1,Female,90,3,Entry Level,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,0,2,0,2,M - 1300 => 1400,H - 80 => 90,B - 2000 => 3000,C - 3000 => 4000,B - 2 => 3 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
419,30,No,Non-Travel,1400,Research & Development,3,Bachelor,Life Sciences,1,562,3,Male,53,3,Entry Level,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,4,3,1,4,M - 1300 => 1400,E - 50 => 60,B - 2000 => 3000,P - 16000 => 17000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
420,29,No,Travel_Rarely,986,Research & Development,3,Master,Medical,1,564,2,Male,93,2,Mid-Level,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,0,2,0,7,I - 900 => 1000,I - 90 => 100,K - 11000 => 12000,U - 21000 => 22000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
421,29,Yes,Travel_Rarely,408,Research & Development,25,PHD,Technical Degree,1,565,3,Female,71,2,Entry Level,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,4,2,1,1,D - 400 => 500,G - 70 => 80,B - 2000 => 3000,R - 18000 => 19000,D - 6 => 10 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
422,19,Yes,Travel_Rarely,489,Human Resources,2,College,Technical Degree,1,566,1,Male,52,2,Entry Level,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,0,D - 400 => 500,E - 50 => 60,B - 2000 => 3000,R - 18000 => 19000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
423,30,No,Non-Travel,1398,Sales,22,Master,Other,1,567,3,Female,69,3,Mid-Level,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,1,8,7,8,M - 1300 => 1400,F - 60 => 70,H - 8000 => 9000,B - 2000 => 3000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
424,57,No,Travel_Rarely,210,Sales,29,Bachelor,Marketing,1,568,1,Male,56,2,Senior,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,31,0,0,0,B - 200 => 300,E - 50 => 60,N - 14000 => 15000,V - 22000 => 23000,I - 31 => 35 Years,A - 0 => 1 Year,F - 51 => 60 Years,B - 2 => 3 Years
425,50,No,Travel_Rarely,1099,Research & Development,29,Master,Life Sciences,1,569,2,Male,88,2,Senior,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,1,10,15,7,J - 1000 => 1100,H - 80 => 90,Q - 17000 => 18000,I - 9000 => 10000,H - 25 => 30 Years,H - 25 => 30 Years,E - 41 => 50 Years,B - 2 => 3 Years
426,30,No,Non-Travel,1116,Research & Development,2,Bachelor,Medical,1,571,3,Female,49,3,Entry Level,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,1,7,6,7,K - 1100 => 1200,D - 40 => 50,B - 2000 => 3000,G - 7000 => 8000,E - 11 => 15 Years,E - 11 => 15 Years,C - 26 => 30 Years,B - 2 => 3 Years
427,60,No,Travel_Frequently,1499,Sales,28,Bachelor,Marketing,1,573,3,Female,80,2,Mid-Level,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,4,13,13,11,N - 1400 => 1500,G - 70 => 80,J - 10000 => 11000,B - 2000 => 3000,G - 21 => 25 Years,F - 16 => 20 Years,F - 51 => 60 Years,B - 2 => 3 Years
428,47,No,Travel_Rarely,983,Research & Development,2,College,Medical,1,574,1,Female,65,3,Junior,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,15,0,0,4,I - 900 => 1000,F - 60 => 70,E - 5000 => 6000,G - 7000 => 8000,F - 16 => 20 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
429,46,No,Travel_Rarely,1009,Research & Development,2,Bachelor,Life Sciences,1,575,1,Male,51,3,Senior,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,23,2,0,1,J - 1000 => 1100,E - 50 => 60,Q - 17000 => 18000,B - 2000 => 3000,H - 25 => 30 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
430,35,No,Travel_Rarely,144,Research & Development,22,Bachelor,Life Sciences,1,577,4,Male,46,1,Entry Level,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,1,4,4,3,A - 100 => 200,D - 40 => 50,D - 4000 => 5000,S - 19000 => 20000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
431,54,No,Travel_Rarely,548,Research & Development,8,Master,Life Sciences,1,578,3,Female,42,3,Junior,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,18,0,0,0,E - 500 => 600,D - 40 => 50,C - 3000 => 4000,W - 23000 => 24000,F - 16 => 20 Years,A - 0 => 1 Year,F - 51 => 60 Years,B - 2 => 3 Years
432,34,No,Travel_Rarely,1303,Research & Development,2,Master,Life Sciences,1,579,4,Male,62,2,Entry Level,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,7,3,5,7,M - 1300 => 1400,F - 60 => 70,B - 2000 => 3000,H - 8000 => 9000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
433,46,No,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,1,580,3,Female,94,2,Mid-Level,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,12,2,1,2,K - 1100 => 1200,I - 90 => 100,I - 9000 => 10000,K - 11000 => 12000,E - 11 => 15 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
434,31,No,Travel_Rarely,1274,Research & Development,9,Below College ,Life Sciences,1,581,3,Male,33,3,Mid-Level,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,0,8,0,8,L - 1200 => 1300,C - 30 => 40,J - 10000 => 11000,N - 14000 => 15000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
435,33,Yes,Travel_Rarely,1277,Research & Development,15,Below College ,Medical,1,582,2,Male,56,3,Mid-Level,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,8,6,7,7,L - 1200 => 1300,E - 50 => 60,M - 13000 => 14000,X - 24000 => 25000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
436,33,Yes,Travel_Rarely,587,Research & Development,10,Below College ,Medical,1,584,1,Male,38,1,Entry Level,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,4,3,1,3,E - 500 => 600,C - 30 => 40,C - 3000 => 4000,F - 6000 => 7000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
437,30,No,Travel_Rarely,413,Sales,7,Below College ,Marketing,1,585,4,Male,57,3,Entry Level,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,1,2,1,2,D - 400 => 500,E - 50 => 60,B - 2000 => 3000,R - 18000 => 19000,C - 4 => 5 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
438,35,No,Travel_Rarely,1276,Research & Development,16,Bachelor,Life Sciences,1,586,4,Male,72,3,Mid-Level,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,2,7,0,0,L - 1200 => 1300,G - 70 => 80,G - 7000 => 8000,N - 14000 => 15000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
439,31,Yes,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,1,587,1,Male,66,3,Mid-Level,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,11,0,0,0,E - 500 => 600,F - 60 => 70,I - 9000 => 10000,V - 22000 => 23000,E - 11 => 15 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
440,34,Yes,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,1,590,2,Female,43,3,Mid-Level,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,8,2,0,2,I - 900 => 1000,D - 40 => 50,I - 9000 => 10000,K - 11000 => 12000,E - 11 => 15 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
441,42,No,Travel_Frequently,1474,Research & Development,5,College,Other,1,591,2,Male,97,3,Entry Level,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,6,2,2,0,N - 1400 => 1500,I - 90 => 100,B - 2000 => 3000,I - 9000 => 10000,D - 6 => 10 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
442,36,No,Non-Travel,635,Sales,10,Master,Medical,1,592,2,Male,32,3,Mid-Level,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,0,3,9,7,F - 600 => 700,C - 30 => 40,I - 9000 => 10000,O - 15000 => 16000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
443,22,Yes,Travel_Frequently,1368,Research & Development,4,Below College ,Technical Degree,1,593,3,Male,99,2,Entry Level,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,2,1,2,M - 1300 => 1400,I - 90 => 100,C - 3000 => 4000,I - 9000 => 10000,C - 4 => 5 Years,B - 2 => 3 Years,B - 22 => 25 Years,B - 2 => 3 Years
444,48,No,Travel_Rarely,163,Sales,2,PHD,Marketing,1,595,2,Female,37,3,Junior,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,5,7,6,7,A - 100 => 200,C - 30 => 40,D - 4000 => 5000,S - 19000 => 20000,E - 11 => 15 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
445,55,No,Travel_Rarely,1117,Sales,18,PHD,Life Sciences,1,597,1,Female,83,3,Senior,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,27,9,7,7,K - 1100 => 1200,H - 80 => 90,P - 16000 => 17000,I - 9000 => 10000,J - 36 => 40 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
446,41,No,Non-Travel,267,Sales,10,College,Life Sciences,1,599,4,Male,56,3,Junior,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,2,3,1,10,B - 200 => 300,E - 50 => 60,F - 6000 => 7000,M - 13000 => 14000,F - 16 => 20 Years,E - 11 => 15 Years,E - 41 => 50 Years,B - 2 => 3 Years
447,35,No,Travel_Rarely,619,Sales,1,Bachelor,Marketing,1,600,2,Male,85,3,Junior,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,4,9,6,9,F - 600 => 700,H - 80 => 90,D - 4000 => 5000,R - 18000 => 19000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
448,40,No,Travel_Rarely,302,Research & Development,6,Bachelor,Life Sciences,1,601,2,Female,75,3,Senior,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,2,6,5,13,C - 300 => 400,G - 70 => 80,M - 13000 => 14000,T - 20000 => 21000,G - 21 => 25 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
449,39,No,Travel_Frequently,443,Research & Development,8,Below College ,Life Sciences,1,602,3,Female,48,3,Entry Level,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,0,3,0,7,D - 400 => 500,D - 40 => 50,C - 3000 => 4000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
450,31,No,Travel_Rarely,828,Sales,2,Below College ,Life Sciences,1,604,2,Male,77,3,Junior,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,4,5,0,5,H - 800 => 900,G - 70 => 80,F - 6000 => 7000,H - 8000 => 9000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
451,42,No,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,1,605,4,Male,56,3,Mid-Level,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,0,9,5,8,C - 300 => 400,E - 50 => 60,G - 7000 => 8000,F - 6000 => 7000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
452,45,No,Travel_Rarely,561,Sales,2,Bachelor,Other,1,606,4,Male,61,3,Junior,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,1,7,3,7,E - 500 => 600,F - 60 => 70,D - 4000 => 5000,P - 16000 => 17000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
453,26,Yes,Travel_Frequently,426,Human Resources,17,Master,Life Sciences,1,608,2,Female,58,3,Entry Level,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,1,7,1,0,D - 400 => 500,E - 50 => 60,B - 2000 => 3000,V - 22000 => 23000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
454,29,No,Travel_Rarely,232,Research & Development,19,Bachelor,Technical Degree,1,611,4,Male,34,3,Junior,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,5,2,1,2,B - 200 => 300,C - 30 => 40,D - 4000 => 5000,V - 22000 => 23000,D - 6 => 10 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
455,33,No,Travel_Rarely,922,Research & Development,1,PHD,Medical,1,612,1,Female,95,4,Senior,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,4,1,0,5,I - 900 => 1000,I - 90 => 100,P - 16000 => 17000,V - 22000 => 23000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
456,31,No,Travel_Rarely,688,Sales,7,Bachelor,Life Sciences,1,613,3,Male,44,2,Mid-Level,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,5,4,0,1,F - 600 => 700,D - 40 => 50,K - 11000 => 12000,Y - 25000 => 26000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
457,18,Yes,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,1,614,2,Male,69,3,Entry Level,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,0,M - 1300 => 1400,F - 60 => 70,A - 1000 => 2000,H - 8000 => 9000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
458,40,No,Non-Travel,1094,Sales,28,Bachelor,Other,1,615,3,Male,58,1,Mid-Level,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,19,0,0,1,J - 1000 => 1100,E - 50 => 60,J - 10000 => 11000,K - 11000 => 12000,F - 16 => 20 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
459,41,No,Non-Travel,509,Research & Development,2,Master,Other,1,616,1,Female,62,2,Junior,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,2,7,0,7,E - 500 => 600,F - 60 => 70,F - 6000 => 7000,B - 2000 => 3000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
